Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-303.44888	24.354599	-258.2898	-363.52817	-214.40955	8.475168	-204.46194	-233.1237	110.0	110.0	1649	-3.7187493	0.8184697	0.29161006	-6.9477105	-3.722312	0.80933034	0.17723204	-6.8736634	3.3774662	0.3530398	6.776132822036743
2	-312.02774	25.609846	-271.54855	-364.83447	-211.82661	9.278126	-199.74411	-226.24165	110.0	110.0	3299	-6.739206	1.4523883	-3.2776358	-12.494126	-6.739192	1.4525027	-3.2230973	-12.400956	6.2113233	0.09878666	19.15123152732849
3	-325.58047	30.965612	-284.394	-383.76248	-209.73271	5.469015	-201.16266	-219.8738	110.0	110.0	4949	-10.8664465	1.7698963	-6.049277	-18.774643	-10.866303	1.7708323	-5.9485054	-18.78099	10.207406	0.09663069	31.6436607837677
4	-321.50012	27.399279	-278.59775	-376.1434	-208.53894	9.302018	-189.19623	-217.2534	110.0	110.0	6599	-15.001906	2.1168692	-9.074627	-23.610144	-15.001854	2.1177454	-9.098364	-23.656572	14.199446	0.10824001	46.07967925071716
5	-319.411	30.522884	-267.1213	-370.55554	-207.89767	8.336178	-192.23166	-219.2493	110.0	110.0	8249	-18.820246	2.363791	-12.033227	-28.521626	-18.820257	2.3640807	-11.937116	-28.63664	17.903118	0.12394767	58.500633001327515
6	-306.1048	20.532532	-282.5004	-347.49875	-202.39462	9.030826	-188.55806	-221.43881	110.0	110.0	9899	-22.333773	2.4921021	-14.979552	-32.93443	-22.333786	2.4919462	-14.980765	-33.096386	21.326576	0.13961817	70.8643126487732
7	-316.00632	23.584696	-276.92004	-364.07037	-208.91333	8.059699	-192.1719	-217.42993	110.0	110.0	11549	-25.67924	2.5950382	-17.812397	-36.62055	-25.679335	2.5949678	-17.73322	-37.123108	24.634586	0.14758375	83.23964858055115
8	-314.93234	20.134819	-287.13245	-354.17468	-207.59953	8.740288	-190.58496	-218.74713	110.0	110.0	13199	-28.933714	2.6186538	-20.594788	-40.734173	-28.9337	2.6184783	-20.58968	-40.942066	27.867655	0.15992416	96.1068024635315
9	-303.0907	18.226458	-273.1667	-348.2145	-204.26624	11.692453	-187.0281	-219.5452	110.0	110.0	14849	-32.117203	2.6753478	-23.337387	-44.420067	-32.117226	2.6752696	-23.306108	-44.573658	31.04676	0.17107596	108.39828753471375
10	-312.4936	22.116823	-287.97192	-365.52414	-211.64717	7.194592	-198.93268	-221.8133	110.0	110.0	16499	-35.194725	2.741237	-26.143852	-47.571835	-35.194733	2.741499	-26.068592	-48.323124	34.137882	0.18024443	120.61581611633301
11	-323.31873	24.79375	-288.8301	-367.40497	-210.98111	6.4624023	-198.38559	-219.41664	110.0	110.0	18149	-38.276634	2.7936034	-28.918182	-50.781734	-38.276676	2.7938359	-29.09285	-51.044994	37.20196	0.19652346	132.62806296348572
12	-314.14676	23.146057	-277.4953	-372.80325	-210.48343	5.405732	-201.53793	-220.82036	110.0	110.0	19799	-41.383198	2.8699517	-31.753351	-54.294567	-41.383213	2.8701618	-31.866571	-54.27509	40.304848	0.20910367	144.91325569152832
13	-225.66087	41.80985	-196.9187	-360.3863	-212.601	4.977548	-206.1973	-222.26134	110.0	110.0	21449	-44.241142	2.9914045	-34.279552	-58.74379	-44.241142	2.9919245	-34.537277	-58.351875	43.19343	0.21490648	158.21568870544434
14	-206.6109	10.39915	-191.77402	-220.3652	-209.04585	7.399781	-193.53586	-217.86653	110.0	110.0	23099	-46.855614	3.2183561	-36.380062	-61.958687	-46.85559	3.2189097	-36.309826	-61.300808	45.890217	0.20445094	171.01857447624207
15	-210.87027	9.957842	-194.87483	-221.86223	-202.70265	22.299314	-146.71623	-219.66464	110.0	110.0	24749	-49.516277	3.3222256	-39.438824	-64.92122	-49.51635	3.3231285	-39.179073	-64.50457	48.616127	0.20064896	183.81010508537292
16	-205.12654	12.105525	-178.8524	-221.24402	-211.38008	9.602404	-193.66875	-223.12254	110.0	110.0	26399	-52.120277	3.4727623	-42.0347	-67.58298	-52.12024	3.4732165	-42.145145	-67.287834	51.27358	0.19511558	196.60768580436707
17	-208.32277	4.965512	-198.05725	-216.61562	-205.8803	8.481981	-194.82594	-224.51439	110.0	110.0	28049	-54.750492	3.5824687	-43.948906	-70.34014	-54.750603	3.5830991	-43.868877	-69.927246	53.95699	0.19494453	209.40022444725037
18	-210.55786	12.043785	-174.12529	-222.61847	-201.65523	13.534656	-179.29794	-219.02249	110.0	110.0	29699	-57.33334	3.6651542	-46.13783	-73.766624	-57.33334	3.6656716	-46.227905	-73.37383	56.565483	0.19852261	222.29628491401672
19	-205.56955	11.341522	-185.55228	-222.82053	-205.15417	16.830395	-158.1672	-219.32864	110.0	110.0	31349	-59.87027	3.7248135	-48.18536	-76.20131	-59.870304	3.7254095	-48.422985	-75.85072	59.15366	0.19574404	235.1046142578125
20	-206.36104	10.456094	-187.92136	-220.32352	-191.7651	24.017305	-150.01122	-215.85709	110.0	110.0	32999	-62.368942	3.7896712	-50.696667	-79.048416	-62.369003	3.7902224	-50.731323	-78.618256	61.66062	0.19784532	248.0153787136078
21	-202.31691	14.356858	-163.84567	-221.47342	-192.70157	22.169872	-140.19434	-215.09663	110.0	110.0	34649	-64.806114	3.8651333	-52.824085	-81.119644	-64.80614	3.8651125	-52.8447	-81.41119	64.13846	0.19934079	260.61515402793884
22	-200.01929	18.680452	-154.53189	-217.02245	-212.6779	5.045671	-205.04143	-220.42538	110.0	110.0	36299	-67.13894	3.968879	-55.024204	-83.72349	-67.138985	3.968974	-54.901325	-83.841034	66.482994	0.20135051	273.2355716228485
23	-204.09584	10.902194	-178.18039	-217.00322	-202.47629	13.054494	-168.15561	-218.43484	110.0	110.0	37949	-69.46165	4.0629106	-57.054264	-86.30953	-69.46174	4.06257	-56.960384	-86.46331	68.83442	0.20728232	285.9237606525421
24	-206.20135	11.704578	-183.27507	-218.64299	-189.25488	15.956227	-157.51108	-210.17873	110.0	110.0	39599	-71.73261	4.1413345	-58.731228	-88.5246	-71.73259	4.1411314	-58.513885	-88.36397	71.13389	0.21118346	298.4559645652771
25	-193.9313	19.36667	-151.94035	-220.69759	-193.64555	17.39068	-162.17746	-212.20396	110.0	110.0	41249	-73.94751	4.193237	-60.352165	-91.40643	-73.94758	4.193061	-60.24439	-91.228	73.34778	0.21826819	310.97463297843933
