Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-320.35526	28.045158	-289.83148	-387.4017	-210.0239	10.586517	-192.19283	-224.6609	110.0	110.0	1649	-3.3820615	0.6249665	0.0877751	-6.02686	-3.383139	0.62300485	0.084002	-5.9546466	2.9799643	0.18227334	16.21570372581482
2	-325.06555	27.997343	-285.07495	-378.94504	-213.16304	8.830287	-197.14896	-228.3937	110.0	110.0	3299	-4.6824284	0.84627074	-2.472925	-8.586184	-4.682382	0.84653693	-2.4949455	-8.59041	4.189148	0.042378426	57.69962668418884
3	-321.06964	18.129436	-296.13364	-357.58475	-216.15068	7.417058	-196.40773	-225.05084	110.0	110.0	4949	-6.280857	1.0327454	-3.2229145	-11.017449	-6.2808976	1.0329765	-3.2343955	-11.106862	5.7163744	0.04741667	97.69772291183472
4	-315.65213	12.521755	-297.60855	-336.05618	-214.82686	9.476082	-196.69872	-227.92963	110.0	110.0	6599	-7.9535685	1.193593	-4.0452127	-13.381542	-7.953545	1.1949905	-4.103281	-13.25014	7.307202	0.06461965	136.97957301139832
5	-316.7829	27.72241	-274.46118	-363.69714	-208.5164	10.413736	-185.75798	-218.50003	110.0	110.0	8249	-9.570146	1.3377316	-5.0137935	-15.614887	-9.570205	1.3393937	-5.095361	-15.627772	8.852987	0.070750065	176.53288984298706
6	-310.53406	21.16817	-274.9526	-347.47543	-207.55424	12.289293	-181.37128	-221.45677	110.0	110.0	9899	-11.160669	1.4939587	-5.9743524	-17.923538	-11.160596	1.4961785	-6.1394506	-18.015118	10.393894	0.08210686	215.84703540802002
7	-315.34924	19.45229	-291.17444	-354.86816	-202.78326	21.817423	-148.03297	-218.54134	110.0	110.0	11549	-12.697951	1.6370977	-7.23436	-20.124355	-12.69803	1.6391906	-7.2118096	-20.004414	11.868995	0.08864748	255.21647453308105
8	-312.52603	15.465522	-289.2749	-338.95935	-206.61081	14.018692	-182.34521	-223.52083	110.0	110.0	13199	-14.203641	1.7459432	-8.4441185	-21.844307	-14.203551	1.7483395	-8.341017	-21.950558	13.320996	0.098788455	293.8525936603546
9	-316.86633	30.990976	-264.02823	-380.27127	-199.82272	22.829245	-142.79497	-220.40274	110.0	110.0	14849	-15.658102	1.8552758	-9.628712	-24.101114	-15.658095	1.8576484	-9.443679	-23.971876	14.735004	0.108205624	332.7104666233063
10	-315.73013	29.568396	-272.37836	-372.68216	-204.42984	12.240492	-184.77086	-221.25172	110.0	110.0	16499	-17.055695	1.9561908	-10.754483	-25.881435	-17.055782	1.9589444	-10.695256	-25.646742	16.103743	0.11380575	371.5975196361542
11	-307.96475	18.858725	-276.8828	-348.45746	-211.76912	9.705914	-185.85367	-220.58118	110.0	110.0	18149	-18.438848	2.0401852	-12.252752	-27.560923	-18.438873	2.0427032	-11.846583	-27.473541	17.459688	0.1203682	410.53020548820496
12	-311.87814	24.610249	-276.48535	-360.41653	-204.75822	11.521492	-185.2622	-218.3961	110.0	110.0	19799	-19.773027	2.1052246	-13.225458	-28.801682	-19.772886	2.1084208	-12.934411	-28.815557	18.781385	0.1263073	449.55483770370483
13	-213.33595	40.378246	-160.78549	-319.46436	-200.92242	11.892746	-182.54224	-221.0214	110.0	110.0	21449	-21.000946	2.1981425	-14.408703	-30.73285	-21.001026	2.2010913	-13.956371	-30.38169	20.02293	0.11963815	489.65316891670227
