Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-208.30902	3.663428	-199.06563	-212.22385	-206.12654	6.2531247	-194.91325	-215.17906	110.0	110.0	1649	-4.091866	1.4259499	0.37062478	-6.9545174	-4.091585	1.426863	0.37368968	-6.9558606	-1.3019396	0.32872266	0.14313555	-6.8079376	3.8486621	0.07168314	6.681922674179077
2	-205.50342	5.603722	-193.18831	-212.96465	-204.03319	6.8072004	-191.62775	-212.44717	110.0	110.0	3299	-12.678493	3.6477842	-5.39294	-21.063759	-12.67847	3.6477447	-5.465812	-20.900545	-1.3201458	0.32795334	0.828248	-6.2174215	12.440121	0.03485705	19.257340669631958
3	-206.63075	5.2412505	-191.25827	-211.60042	-203.72086	9.739124	-184.75555	-215.71555	110.0	110.0	4949	-25.089973	3.6432922	-15.795941	-33.773243	-25.089958	3.643117	-15.821225	-33.886215	-1.2768333	0.43175384	1.1203976	-7.148716	24.863832	0.062197734	31.965484857559204
4	-204.80852	4.92206	-196.47183	-211.76431	-203.52446	7.7022085	-193.72003	-215.66379	110.0	110.0	6599	-37.164253	3.6072593	-27.665827	-47.56263	-37.1642	3.6067803	-27.682217	-47.31419	-1.249708	0.48787102	1.6669223	-7.23522	36.945457	0.085083865	44.198251724243164
5	-206.29233	5.0218577	-196.67099	-215.9016	-197.00018	11.059343	-174.52632	-211.56752	110.0	110.0	8249	-48.889137	3.5501797	-39.112797	-59.929634	-48.889072	3.5497658	-39.26453	-59.73818	-1.2335414	0.5191352	1.998671	-7.0365663	48.676186	0.10220283	57.037190675735474
6	-208.71683	4.320601	-196.37148	-212.84796	-203.10289	6.8956084	-187.33041	-214.02905	110.0	110.0	9899	-60.253323	3.558352	-50.693882	-70.690125	-60.253387	3.5577605	-50.670822	-70.90954	-1.2213274	0.5387687	2.1040094	-5.7969065	60.0448	0.12210738	69.32349443435669
7	-201.93266	9.199713	-183.35617	-210.96597	-201.01926	4.2348723	-191.09436	-207.38	110.0	110.0	11549	-71.12366	3.5212202	-61.132057	-81.53672	-71.12369	3.521432	-61.11839	-81.51642	-1.2047251	0.56146103	2.4014304	-8.105717	70.920525	0.14036812	82.25679564476013
8	-203.5085	6.979951	-187.93907	-214.32373	-201.433	5.7499056	-187.15065	-207.73877	110.0	110.0	13199	-81.6095	3.5886312	-71.10478	-92.389015	-81.60947	3.5889	-71.12851	-92.31886	-1.192048	0.5813007	2.204071	-8.027809	81.41592	0.15832517	95.07987761497498
9	-201.52524	7.5472836	-179.40692	-210.84578	-198.47548	11.7720375	-173.19662	-209.19177	110.0	110.0	14849	-91.58425	3.5872502	-80.96573	-103.015724	-91.58429	3.587439	-80.82061	-102.81024	-1.1742176	0.6056772	2.9435053	-6.7978916	91.39793	0.17874093	108.3767499923706
10	-199.50752	4.2401	-192.93623	-205.24777	-195.55968	14.264013	-167.55026	-209.2259	110.0	110.0	16499	-101.07427	3.6230628	-90.248215	-113.41367	-101.07415	3.6234093	-89.86919	-112.8865	-1.1562937	0.6275509	2.3632412	-7.472806	100.89409	0.1934787	120.86499547958374
11	-199.56953	7.127132	-184.45418	-212.88213	-194.0641	16.753157	-157.73065	-208.59233	110.0	110.0	18149	-110.245125	3.667327	-99.37026	-122.6694	-110.245094	3.6680338	-99.3664	-122.5842	-1.1458892	0.6509593	2.5225916	-6.7620893	110.071594	0.20686918	134.15076971054077
