Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-202.24649	5.3102465	-193.12064	-210.98582	-203.55045	10.961512	-182.92987	-212.91676	110.0	110.0	1649	-42.53443	24.215698	0.18340415	-93.883064	-42.519993	24.23433	0.45862484	-93.6728	-0.69300073	0.7739622	1.600862	-8.552666	42.26969	0.42767218	8.259124040603638
2	-205.83144	4.53353	-196.48181	-211.40207	-204.57095	8.501323	-190.21193	-213.85542	110.0	110.0	3299	-159.07515	40.05095	-70.393654	-237.75958	-159.07489	40.051067	-70.14856	-238.18672	-0.95526516	0.729648	1.9644787	-7.9211526	158.89713	0.22143155	25.119063138961792
3	-207.10472	4.4781017	-195.46628	-211.2514	-205.10147	11.850735	-171.29988	-214.20384	110.0	110.0	4949	-256.22702	19.343401	-207.79095	-298.97272	-256.22678	19.343637	-208.10725	-298.28525	-1.0578076	0.6824861	2.2897954	-7.7184343	256.05704	0.24948587	44.71767234802246
4	-207.88614	3.45008	-196.72285	-211.88155	-200.40552	9.833532	-178.40532	-213.5691	110.0	110.0	6599	-299.63406	9.925791	-274.07422	-325.88412	-299.63406	9.925654	-274.36783	-325.72488	-1.1026602	0.66106576	2.322382	-8.822212	299.45584	0.23060952	61.70615100860596
5	-207.48096	3.6353111	-200.09727	-212.43681	-207.72644	4.6157207	-200.58937	-213.5435	110.0	110.0	8249	-319.55685	6.498616	-303.035	-347.451	-319.5569	6.499119	-302.9705	-347.7062	-1.1266115	0.63528645	1.9508021	-7.8020115	319.3774	0.23545086	78.5347683429718
6	-204.01976	7.3679442	-183.58554	-211.31284	-201.15794	7.445038	-184.66035	-209.8968	110.0	110.0	9899	-328.31607	5.5555077	-316.3598	-347.77344	-328.31595	5.5561714	-316.4119	-348.22153	-1.1480935	0.6154784	1.9041455	-6.5483894	328.13226	0.22898786	94.6565990447998
7	-207.88156	5.883706	-189.09602	-214.90552	-203.30128	7.7191486	-184.76582	-213.90837	110.0	110.0	11549	-332.157	5.1543713	-321.79465	-348.87366	-332.15704	5.155025	-321.80225	-348.8358	-1.1659797	0.5977058	1.9204051	-8.889039	331.97473	0.22644213	111.38056874275208
8	-206.79648	5.533523	-195.12567	-215.16336	-202.40306	6.166768	-191.82327	-211.31035	110.0	110.0	13199	-333.86664	4.876319	-324.27615	-349.25427	-333.8665	4.87714	-324.38773	-349.2899	-1.1857479	0.569965	1.6660051	-7.255305	333.6875	0.22613595	128.35465002059937
9	-204.8673	6.3272805	-188.6959	-215.08038	-198.59134	12.387128	-168.79765	-212.17165	110.0	110.0	14849	-334.44556	4.28085	-325.5978	-348.542	-334.44562	4.282089	-325.6831	-348.38187	-1.1941019	0.5626042	1.4533185	-6.2895	334.26474	0.22856836	143.9173617362976
10	-203.80199	4.2159305	-197.98611	-211.20728	-204.81546	4.145869	-196.10347	-212.84918	110.0	110.0	16499	-334.71735	3.9721975	-326.39914	-347.6099	-334.71722	3.9737222	-326.0305	-347.48486	-1.2130375	0.5312057	1.352485	-9.100851	334.53818	0.2181109	160.91081523895264
11	-202.98337	6.1077056	-190.09903	-210.88081	-197.70813	9.666047	-185.76302	-214.45744	110.0	110.0	18149	-334.87628	3.831384	-326.98566	-346.6715	-334.87628	3.8322172	-326.7208	-346.31577	-1.2257756	0.5175403	1.3922	-7.3254375	334.69894	0.21514042	177.892573595047
12	-207.52003	3.4706523	-199.84943	-212.80241	-199.16159	5.3062654	-192.32124	-211.02414	110.0	110.0	19799	-334.62756	3.7381146	-326.7653	-345.8266	-334.6275	3.739063	-326.71262	-346.3083	-1.2313952	0.5139859	1.419389	-6.9937525	334.44962	0.20565371	197.6929693222046
13	-203.52863	5.3981586	-186.38445	-208.6519	-202.46011	7.54447	-187.08347	-215.54272	110.0	110.0	21449	-334.47827	3.6329541	-326.83545	-345.88654	-334.47827	3.633614	-326.62518	-346.21066	-1.2372953	0.5007543	1.5380473	-6.9259486	334.29898	0.19915435	216.44896030426025
14	-201.40001	7.126778	-185.02885	-209.02258	-199.22163	11.506774	-173.10251	-210.37672	110.0	110.0	23099	-334.3625	3.453903	-326.82727	-345.45908	-334.36252	3.4546733	-326.6988	-345.81964	-1.2423158	0.48965213	1.2407942	-7.267635	334.18546	0.19562075	233.64491486549377
15	-203.72612	5.2495933	-192.67407	-211.74834	-207.23776	3.4955316	-200.62367	-211.89204	110.0	110.0	24749	-334.00317	3.2938876	-326.98282	-344.25735	-334.00323	3.2942858	-326.67676	-344.187	-1.2389963	0.49710628	1.3850133	-7.56621	333.82788	0.19381891	251.46665215492249
16	-204.36388	4.799575	-193.51823	-210.8568	-198.77559	9.041515	-181.92867	-210.4751	110.0	110.0	26399	-333.84375	3.1844919	-327.04352	-344.20242	-333.84366	3.1852567	-326.93497	-344.56143	-1.2420795	0.49172634	1.6392814	-6.332242	333.6661	0.1883732	271.7934663295746
17	-203.75032	6.636161	-184.34218	-210.8762	-201.59988	5.97193	-191.18018	-210.31189	110.0	110.0	28049	-333.6624	3.0894055	-326.96246	-344.3815	-333.6624	3.0896914	-327.0699	-344.2081	-1.2449257	0.49335483	1.3985941	-6.362433	333.4849	0.18542792	290.3888108730316
18	-200.25313	5.4843607	-190.92087	-211.72601	-198.73425	9.222954	-177.76778	-212.34499	110.0	110.0	29699	-333.19836	3.085509	-326.21957	-343.7478	-333.19824	3.0855496	-326.2249	-343.78525	-1.2390412	0.50232476	1.7233653	-6.4031086	333.01953	0.18564856	309.1152229309082
