Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
75	-716.73987	476.29755	-47.716198	-2007.4219	-509.81543	345.2474	-128.9522	-1331.8048	110.0	110.0	123749	-241.26257	352.25687	485.64285	-2723.9246	-241.26155	352.19287	532.8839	-2750.2395	3.8902144	2.7340398	31.829042	-8.9957	235.56902	2064.4475	1676.6385905742645
76	-964.30414	854.45544	-155.9728	-3120.0723	-974.3947	625.1834	-233.95203	-2226.3503	110.0	110.0	125399	-224.92558	356.522	568.75366	-2733.7217	-224.93861	356.5201	612.982	-2792.098	3.920325	2.7777488	31.09034	-8.019999	219.00667	2126.5317	1700.6788592338562
77	-938.79645	291.19858	-356.67255	-1556.8601	-716.36176	547.25244	-117.37088	-1973.8427	110.0	110.0	127049	-215.93428	368.28912	640.89233	-2785.4324	-215.94344	368.28732	671.9211	-2854.6777	3.8826818	2.7393005	33.92033	-11.011356	210.46268	2116.3691	1724.545616388321
78	-1193.2302	673.03986	-289.64117	-3098.0676	-714.8244	323.1956	-197.81035	-1220.5875	110.0	110.0	128699	-239.90855	362.63638	647.09576	-2888.0908	-239.90572	362.5559	667.5076	-2881.8762	3.8721433	2.7335687	32.75404	-9.524387	234.62791	2128.342	1748.8069031238556
79	-935.51764	386.93787	-394.62482	-1883.8456	-734.4753	299.4866	-372.21716	-1301.6176	110.0	110.0	130349	-264.78036	366.46738	579.5733	-2942.4722	-264.77722	366.33978	608.16504	-2943.4958	3.7935772	2.6688776	33.17295	-7.620962	259.59897	2074.8452	1772.8752779960632
80	-992.02203	501.40598	-193.37167	-1737.3057	-611.0347	415.85223	-55.90086	-1641.14	110.0	110.0	131999	-226.98737	355.45602	564.28204	-2969.787	-226.9952	355.41028	574.9113	-2935.939	3.8744428	2.7467048	37.176056	-9.164769	221.45224	2100.9795	1797.2244274616241
81	-865.47437	561.0061	-149.9345	-1928.4916	-1096.5219	749.549	-268.81076	-2492.1558	110.0	110.0	133649	-206.2681	357.5691	635.7396	-2933.954	-206.2735	357.48294	621.1735	-2888.9795	3.8842442	2.7777672	34.400574	-8.75878	200.81038	2115.4382	1822.4862740039825
82	-950.4994	365.93326	-260.74454	-1408.9196	-728.9405	292.6438	-305.8106	-1160.5907	110.0	110.0	135299	-212.7413	362.05536	678.1445	-2751.9253	-212.76689	362.1222	687.2166	-2817.4863	3.8420703	2.7291496	34.41352	-9.386521	207.412	2117.36	1847.158613204956
83	-644.63336	334.03506	-141.7803	-1331.5842	-886.2329	475.03494	-418.42923	-2175.2017	110.0	110.0	136949	-200.91553	367.08807	663.46063	-2908.469	-200.90541	367.14966	674.3481	-2921.2634	3.869622	2.760558	33.345352	-8.744093	195.6099	2067.0576	1872.0032215118408
84	-991.62305	463.55728	-181.68124	-1753.2048	-1237.6592	959.4033	-190.2431	-2714.73	110.0	110.0	138599	-219.59927	366.6018	614.83154	-2862.5923	-219.5982	366.57663	612.3765	-2797.6995	3.8301406	2.7474387	37.28487	-7.8396807	214.51337	2047.9097	1896.6252269744873
