Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
38	-2099.3032	777.6775	-974.08954	-4181.186	-2302.5312	928.6791	-1309.5123	-4317.0137	400.0	400.0	227999	-384.75903	273.15677	238.53903	-2395.3955	-384.76575	272.9878	240.36345	-2359.8945	3.3820298	1.5266439	23.357792	-8.995908	376.52444	799.9095	1653.871788263321
39	-1777.5248	902.25653	-582.17096	-3153.7734	-2292.9775	1351.485	-481.21002	-4404.1157	400.0	400.0	233999	-370.40378	269.23822	236.58257	-2432.311	-370.40887	269.03204	239.50731	-2421.8823	3.373765	1.5374656	26.567692	-8.494545	362.07834	782.1302	1698.0362422466278
40	-1257.4991	482.1179	-550.157	-2295.147	-1042.1737	503.31454	-242.92833	-1939.2334	400.0	400.0	239999	-364.39883	264.31857	234.26183	-2334.7766	-364.40796	264.1619	237.59984	-2271.2708	3.3126965	1.5637178	31.65175	-9.1788645	356.2994	766.31256	1740.4709270000458
41	-1688.9955	863.8568	-694.28796	-3641.3413	-2039.138	1325.1222	-639.3496	-5394.309	400.0	400.0	245999	-356.74576	261.49335	227.47928	-2064.408	-356.76138	261.3561	229.50682	-2021.3865	3.2946503	1.5482758	23.654022	-12.610864	348.49963	766.06714	1785.291303396225
42	-2193.6865	1210.804	-474.38785	-4586.141	-1440.1779	1246.175	-263.515	-4890.9746	400.0	400.0	251999	-346.44052	262.5463	210.23228	-2135.553	-346.4531	262.38004	214.46942	-2086.3706	3.2743661	1.5997305	29.223673	-9.942084	338.3104	754.9163	1827.4989626407623
43	-1750.1088	575.3609	-784.7241	-2865.3762	-1541.9714	1176.7825	-395.3858	-4593.2476	400.0	400.0	257999	-347.6594	261.77908	200.39806	-2278.5977	-347.66574	261.6978	212.70087	-2259.0916	3.250518	1.6503748	31.567766	-8.941763	340.01566	737.86	1869.624029159546
44	-1819.6285	770.8207	-1001.69904	-3640.7493	-1593.3186	1111.3732	-308.0672	-3888.4736	400.0	400.0	263999	-345.61346	255.45822	195.54106	-2257.0935	-345.61502	255.38652	203.51399	-2264.5217	3.2569053	1.6536876	36.506905	-11.535421	337.6735	745.72833	1913.620127439499
45	-2037.2535	1241.5703	-640.97375	-4648.3223	-1837.8015	1270.3583	-168.34851	-4733.773	400.0	400.0	269999	-340.5557	244.02454	187.62865	-2194.1714	-340.55045	243.9466	192.26114	-2240.0579	3.276618	1.6416476	40.948555	-9.099151	332.81418	729.6784	1955.9111239910126
46	-2088.8745	707.609	-976.08295	-3147.8928	-1376.0775	630.00085	-528.2224	-2848.2595	400.0	400.0	275999	-331.8125	238.83925	176.43332	-2177.8499	-331.8095	238.74033	179.85292	-2171.8152	3.2794979	1.6185844	34.968918	-10.041604	324.1561	728.342	1999.0179908275604
47	-1850.1154	882.0395	-759.39215	-3506.4119	-1603.3463	888.1774	-422.3713	-3340.8206	400.0	400.0	281999	-328.8198	232.57585	206.51764	-2195.9905	-328.81204	232.43561	205.74156	-2168.9612	3.2560542	1.5708492	29.574862	-8.397419	321.38895	741.595	2044.2325749397278
48	-1817.5317	674.0067	-911.7927	-3107.4487	-2478.0156	1706.555	-681.5062	-5830.784	400.0	400.0	287999	-330.36243	228.13153	207.69547	-2155.3752	-330.3569	227.98169	218.40231	-2146.015	3.2471116	1.5213265	29.144398	-7.7316036	323.40872	713.6537	2087.34041595459
49	-1600.2762	699.5588	-535.98566	-3309.5942	-1856.175	1463.8546	-300.78787	-5114.3022	400.0	400.0	293999	-336.03046	226.25899	230.95479	-2152.0662	-336.03033	226.0823	226.90361	-2155.003	3.2264016	1.5145292	29.971933	-9.793594	328.98563	723.22284	2130.076247215271
50	-1844.7251	1113.258	-789.63055	-5531.5425	-1891.9225	1402.2191	-826.6354	-4702.3003	400.0	400.0	299999	-335.82916	229.87387	264.33545	-2177.0015	-335.8338	229.67714	257.68713	-2196.4094	3.2577586	1.5161692	27.319593	-9.250654	328.9645	707.10834	2176.097644805908
51	-1814.7926	1055.0076	-558.71387	-5020.976	-2997.1792	2466.362	-820.55817	-9580.671	400.0	400.0	305999	-346.91846	234.71361	274.6895	-2160.5706	-346.92175	234.50331	270.76898	-2146.0017	3.2212696	1.5120977	30.42849	-8.670692	340.54755	704.3775	2217.9104602336884
52	-2039.0894	1009.3116	-580.8173	-4950.726	-2055.631	903.5407	-615.80365	-3716.9316	400.0	400.0	311999	-355.71945	240.02344	266.56998	-2265.4197	-355.72495	239.85303	266.9905	-2256.0754	3.2260778	1.4872544	28.354334	-10.599563	349.40253	695.7221	2262.288040161133
53	-1569.7299	909.25525	-408.5123	-4109.1646	-1387.802	849.91223	-549.9695	-3291.2822	400.0	400.0	317999	-362.4088	246.19041	289.14792	-2218.2043	-362.4139	246.00963	278.93564	-2150.8574	3.2119255	1.4909265	27.606497	-9.3410425	356.19	701.0625	2305.4545924663544
54	-1730.8582	710.78156	-768.5702	-3729.0457	-1976.0804	1046.614	-576.41864	-4417.582	400.0	400.0	323999	-360.56735	251.04694	325.3236	-2228.9265	-360.57773	250.8884	311.68344	-2180.3218	3.2122488	1.4907827	30.368128	-9.5541525	354.18503	716.307	2348.046592950821
55	-2089.009	948.8062	-836.5276	-4883.11	-1662.0768	817.96783	-719.36163	-3469.3296	400.0	400.0	329999	-355.11295	255.52481	326.54166	-2242.2817	-355.12317	255.4214	320.4723	-2190.215	3.2415147	1.489408	25.598248	-9.136035	348.77713	699.9432	2392.2007234096527
56	-2303.1665	1142.2051	-901.11035	-4900.513	-1836.8457	1418.1538	-295.46432	-5451.142	400.0	400.0	335999	-359.5827	258.7452	330.18185	-2350.8135	-359.58774	258.7223	321.39972	-2282.9827	3.1941364	1.4725865	24.663708	-9.543464	353.64282	696.17993	2435.629535675049
57	-2112.8977	1012.2962	-870.9242	-4007.0671	-2081.396	1056.509	-442.45648	-3838.187	400.0	400.0	341999	-368.6706	256.7402	317.4399	-2278.787	-368.67255	256.6504	305.23114	-2293.39	3.139802	1.460682	53.176266	-12.057109	362.99118	672.8987	2478.450582742691
58	-2097.2183	1286.1791	-443.05814	-5612.661	-1214.3323	736.3271	-404.15308	-3231.6062	400.0	400.0	347999	-377.72946	255.19617	302.0662	-2191.8223	-377.73306	255.07614	289.23685	-2193.1836	3.1382744	1.4517576	26.951443	-12.824152	372.02066	684.48834	2521.036042690277
59	-2120.0613	902.8773	-966.001	-3817.9565	-2297.4321	983.82196	-1348.2057	-4470.548	400.0	400.0	353999	-389.53073	254.94283	301.50766	-2231.1582	-389.52692	254.8629	277.69824	-2242.4485	3.144014	1.4434111	39.964497	-9.612068	383.996	682.01917	2565.9681663513184
60	-2091.6794	990.06586	-844.11676	-4651.0884	-2978.7	2389.1921	-502.06122	-8490.631	400.0	400.0	359999	-391.524	246.56047	284.20206	-2166.0676	-391.52386	246.46214	265.69885	-2124.5422	3.1120934	1.451541	24.583883	-9.444307	385.82574	666.6892	2610.133405447006
